Period,Treatment,Player,Color,Partner,LeftLocation,LeftValue,RightLocation,RightValue,RangeTotal,RangeOverlap,Revenue,TotalCost,Profit,GraphLeftX,GraphLeftY,GraphMiddleX,GraphMiddleY,GraphRightX,GraphRightY,BlueCost,RedCost
91,B,7,Red,1,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
91,B,8,Red,2,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
92,B,1,Blue,7,-4,0,2.46,0.1925,6.46,3.85,1.388572,0.208658,1.179914,-4,0,0,0.5,4,0,0.01,0.01,
92,B,2,Blue,8,-4,0,4,0,8,5.13,1.257403,0.32,0.9374031,-4,0,0,0.5,4,0,0.01,0.01,
92,B,3,Blue,5,3.47,0.06625,4,0,0.53,0.53,0.008778124,0.0014045,0.007373624,-4,0,0,0.5,4,0,0.01,0.01,
92,B,4,Blue,6,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
92,B,5,Red,3,-4,0,4,0,8,0.53,1.991222,0.32,1.671222,-4,0,0,0.5,4,0,0.01,0.01,
92,B,6,Red,4,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
92,B,7,Red,1,-4,0,-0.15,0.48125,3.85,3.85,0.4632031,0.0741125,0.3890906,-4,0,0,0.5,4,0,0.01,0.01,
92,B,8,Red,2,-4,0,1.13,0.35875,5.13,5.13,0.7425969,0.1315845,0.6110123,-4,0,0,0.5,4,0,0.01,0.01,
93,B,1,Blue,7,2.45,0.19375,2.46,0.1925,0.00999999,0.00999999,0.0009656241,4.99999E-07,0.0009651241,-4,0,0,0.5,4,0,0.01,0.01,
93,B,2,Blue,8,-4,0,4,0,8,3.85,1.536797,0.32,1.216797,-4,0,0,0.5,4,0,0.01,0.01,
93,B,3,Blue,5,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
93,B,4,Blue,6,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
93,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
93,B,6,Red,4,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
93,B,7,Red,1,-2.81,0.14875,4,0,6.81,0.00999999,1.910528,0.2318805,1.678648,-4,0,0,0.5,4,0,0.01,0.01,
93,B,8,Red,2,-4,0,-0.15,0.48125,3.85,3.85,0.4632031,0.0741125,0.3890906,-4,0,0,0.5,4,0,0.01,0.01,
94,B,1,Blue,7,-4,0,1.82,0.2725,5.82,4.7,0.8906874,0.169362,0.7213254,-4,0,0,0.5,4,0,0.01,0.01,
94,B,2,Blue,8,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
94,B,3,Blue,5,3.69,0.03874999,4,0,0.3099999,0,0.006006248,0.0004804998,0.005525748,-4,0,0,0.5,4,0,0.01,0.01,
94,B,4,Blue,6,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
94,B,5,Red,3,-4,0,0.82,0.3975,4.82,0,1.367975,0.116162,1.251813,-4,0,0,0.5,4,0,0.01,0.01,
94,B,6,Red,4,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
94,B,7,Red,1,-2.88,0.14,4,0,6.88,4.7,1.109312,0.236672,0.8726404,-4,0,0,0.5,4,0,0.01,0.01,
94,B,8,Red,2,3.99,0.001249999,4,0,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
95,B,1,Blue,7,1.3,0.3375,4,0,2.7,0,0.455625,0.03645,0.419175,-4,0,0,0.5,4,0,0.01,0.01,
95,B,2,Blue,8,-4,0,4,0,8,6.88,1.0392,0.32,0.7192,-4,0,0,0.5,4,0,0.01,0.01,
95,B,3,Blue,5,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
95,B,4,Blue,6,-0.41,0.44875,-0.4,0.45,0.00999999,0.00999999,0.002246873,4.99999E-07,0.002246373,-4,0,0,0.5,4,0,0.01,0.01,
95,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
95,B,6,Red,4,-4,0,4,0,8,0.00999999,1.997753,0.32,1.677753,-4,0,0,0.5,4,0,0.01,0.01,
95,B,7,Red,1,-2.88,0.14,-2.87,0.14125,0.01000023,0,0.001406282,5.000228E-07,0.001405782,-4,0,0,0.5,4,0,0.01,0.01,
95,B,8,Red,2,-2.88,0.14,4,0,6.88,6.88,0.9608,0.236672,0.724128,-4,0,0,0.5,4,0,0.01,0.01,
96,B,1,Blue,7,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
96,B,2,Blue,8,-4,0,1.48,0.315,5.48,0.01000023,1.602397,0.150152,1.452245,-4,0,0,0.5,4,0,0.01,0.01,
96,B,3,Blue,5,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
96,B,4,Blue,6,-0.41,0.44875,-0.4,0.45,0.00999999,0,0.004493746,4.99999E-07,0.004493245,-4,0,0,0.5,4,0,0.01,0.01,
96,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
96,B,6,Red,4,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
96,B,7,Red,1,-4,0,-2.87,0.14125,1.13,0,0.07980626,0.006384501,0.07342176,-4,0,0,0.5,4,0,0.01,0.01,
96,B,8,Red,2,-2.88,0.14,-2.87,0.14125,0.01000023,0.01000023,0.0007031411,5.000228E-07,0.0007026411,-4,0,0,0.5,4,0,0.01,0.01,
97,B,1,Blue,7,2.94,0.1325,4,0,1.06,0,0.07022499,0.005617999,0.06460699,-4,0,0,0.5,4,0,0.01,0.01,
97,B,2,Blue,8,1.47,0.31625,1.48,0.315,0.00999999,0,0.003156247,4.99999E-07,0.003155747,-4,0,0,0.5,4,0,0.01,0.01,
97,B,3,Blue,5,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
97,B,4,Blue,6,3.99,0.001249999,4,0,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
97,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
97,B,6,Red,4,-4,0,2.52,0.185,6.52,0,1.8631,0.212552,1.650548,-4,0,0,0.5,4,0,0.01,0.01,
97,B,7,Red,1,-1.16,0.355,-1.15,0.35625,0.00999999,0,0.003556247,4.99999E-07,0.003555747,-4,0,0,0.5,4,0,0.01,0.01,
97,B,8,Red,2,-4,0,-1.15,0.35625,2.85,0,0.5076563,0.0406125,0.4670438,-4,0,0,0.5,4,0,0.01,0.01,
98,B,1,Blue,7,-4,0,2.95,0.13125,6.95,0.00999999,1.929316,0.2415125,1.687803,-4,0,0,0.5,4,0,0.01,0.01,
98,B,2,Blue,8,1.37,0.32875,1.48,0.315,0.11,0,0.03540625,6.050001E-05,0.03534576,-4,0,0,0.5,4,0,0.01,0.01,
98,B,3,Blue,5,-4,0,4,0,8,0.00999999,1.999997,0.32,1.679997,-4,0,0,0.5,4,0,0.01,0.01,
98,B,4,Blue,6,-4,0,4,0,8,7.12,1.0242,0.32,0.7042,-4,0,0,0.5,4,0,0.01,0.01,
98,B,5,Red,3,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
98,B,6,Red,4,-4,0,3.12,0.11,7.12,7.12,0.9758,0.253472,0.722328,-4,0,0,0.5,4,0,0.01,0.01,
98,B,7,Red,1,-1.16,0.355,-1.15,0.35625,0.00999999,0.00999999,0.001778123,4.99999E-07,0.001777623,-4,0,0,0.5,4,0,0.01,0.01,
98,B,8,Red,2,-1.16,0.355,-1.15,0.35625,0.00999999,0,0.003556247,4.99999E-07,0.003555747,-4,0,0,0.5,4,0,0.01,0.01,
99,B,1,Blue,7,2.94,0.1325,2.95,0.13125,0.00999999,0.00999999,0.0006593743,4.99999E-07,0.0006588743,-4,0,0,0.5,4,0,0.01,0.01,
99,B,2,Blue,8,1.37,0.32875,1.38,0.3275,0.00999999,0,0.003281247,4.99999E-07,0.003280747,-4,0,0,0.5,4,0,0.01,0.01,
99,B,3,Blue,5,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
99,B,4,Blue,6,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
99,B,5,Red,3,-1.95,0.25625,4,0,5.95,0,1.737344,0.1770125,1.560331,-4,0,0,0.5,4,0,0.01,0.01,
99,B,6,Red,4,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
99,B,7,Red,1,1.26,0.3425,3.3,0.08750001,2.04,0.00999999,0.4379406,0.020808,0.4171326,-4,0,0,0.5,4,0,0.01,0.01,
99,B,8,Red,2,-1.16,0.355,-1.15,0.35625,0.00999999,0,0.003556247,4.99999E-07,0.003555747,-4,0,0,0.5,4,0,0.01,0.01,
100,B,1,Blue,7,2.94,0.1325,2.95,0.13125,0.00999999,0,0.001318749,4.99999E-07,0.001318249,-4,0,0,0.5,4,0,0.01,0.01,
100,B,2,Blue,8,0.05,0.49375,4,0,3.95,2.04,0.7558562,0.0780125,0.6778437,-4,0,0,0.5,4,0,0.01,0.01,
100,B,3,Blue,5,-4,0,-3.99,0.001249999,0.00999999,0,6.249988E-06,4.99999E-07,5.749989E-06,-4,0,0,0.5,4,0,0.01,0.01,
100,B,4,Blue,6,-4,0,-2.92,0.135,1.08,0.00999999,0.07289686,0.005831999,0.06706486,-4,0,0,0.5,4,0,0.01,0.01,
100,B,5,Red,3,0.16,0.48,4,0,3.84,0,0.9216,0.073728,0.847872,-4,0,0,0.5,4,0,0.01,0.01,
100,B,6,Red,4,-4,0,-3.99,0.001249999,0.00999999,0.00999999,3.124994E-06,4.99999E-07,2.624995E-06,-4,0,0,0.5,4,0,0.01,0.01,
100,B,7,Red,1,-4,0,1.27,0.34125,5.27,0,1.534194,0.1388645,1.395329,-4,0,0,0.5,4,0,0.01,0.01,
100,B,8,Red,2,1.26,0.3425,3.3,0.08750001,2.04,2.04,0.2193,0.020808,0.198492,-4,0,0,0.5,4,0,0.01,0.01,
,
Number,Name,Student ID,Earnings
1,<Q]abSRbfdMjqqMKjc,94123,$0.11,
2,iZkkomjr,37899,$0.62,
3,OsOYju]WyA<iC,57242,$0.37,
4,U_fHR,35075,$0.56,
5,buAt^vRHt=]ku[Q,74681,$1.00,
6,>Iprr<,69043,$1.03,
7,FapPZCLPlnm^^<]<,83514,$1.25,
8,O@>jFapPZCLPlnm^^<],1374,$1.30,
